Lorient,Saint-Etienne,2,3
Lyon,Paris-SG,1,2
Lyon,Rennes,4,1
Lyon,Marseille,2,4
Lyon,Nice,4,4
Lyon,Lens,2,1
Lyon,Brest,4,4
Lyon,Lille,5,0
Lyon,Strasbourg,0,1
Lyon,Monaco,4,3
Lyon,Angers,4,2
Lyon,Montpellier,4,4
Lyon,Nantes,4,2
Lyon,Reims,0,5
Lyon,Troyes,1,5
Lyon,Lorient,5,5
Lyon,Clermont,0,2
Lyon,Bordeaux,2,0
Lyon,Metz,1,2
Lyon,Saint-Etienne,3,5
Marseille,Paris-SG,2,0
Marseille,Rennes,0,0
Marseille,Nice,5,3
Marseille,Lens,3,2
Marseille,Brest,2,5
Marseille,Lille,3,4
Marseille,Strasbourg,1,2
Marseille,Monaco,5,0
Marseille,Angers,5,1
Marseille,Montpellier,2,5
Marseille,Lyon,1,5
Marseille,Nantes,5,4
Marseille,Reims,4,1
Marseille,Troyes,5,4
Marseille,Lorient,5,2
Marseille,Clermont,5,1
Marseille,Bordeaux,3,0
Marseille,Metz,4,3
Marseille,Saint-Etienne,3,0
Metz,Paris-SG,2,4
Metz,Rennes,5,3
Metz,Marseille,0,3
Metz,Nice,1,2
Metz,Lens,0,1
Metz,Brest,1,0
Metz,Lille,0,0
Metz,Strasbourg,1,4
Metz,Monaco,4,5
Metz,Angers,5,4
Metz,Montpellier,2,3
Metz,Lyon,0,2
Metz,Nantes,1,1
Metz,Reims,2,3
Metz,Troyes,1,0
Metz,Lorient,0,5
Metz,Clermont,0,1
Metz,Bordeaux,0,1
Metz,Saint-Etienne,5,4
Monaco,Paris-SG,3,4
Monaco,Rennes,3,3
Monaco,Marseille,0,2
Monaco,Nice,0,1
Monaco,Lens,4,0
Monaco,Brest,1,4
Monaco,Lille,2,5
Monaco,Strasbourg,1,2
Monaco,Angers,1,3
Monaco,Montpellier,4,5
Monaco,Lyon,2,0
Monaco,Nantes,4,3
Monaco,Reims,0,1
Monaco,Troyes,5,4
Monaco,Lorient,2,0
Monaco,Clermont,2,5
Monaco,Bordeaux,5,5
Monaco,Metz,3,2
Monaco,Saint-Etienne,2,0
Montpellier,Paris-SG,1,0
Montpellier,Rennes,5,1
Montpellier,Marseille,2,1
Montpellier,Nice,4,2
Montpellier,Lens,1,4
Montpellier,Brest,0,3
Montpellier,Lille,4,2
Montpellier,Strasbourg,4,5
Montpellier,Monaco,5,2
Montpellier,Angers,5,2
Montpellier,Lyon,2,1
Montpellier,Nantes,3,1
Montpellier,Reims,1,3
Montpellier,Troyes,2,4
Montpellier,Lorient,2,0
Montpellier,Clermont,0,1
Montpellier,Bordeaux,2,4
Montpellier,Metz,3,0
Montpellier,Saint-Etienne,1,1
Nantes,Paris-SG,3,1
Nantes,Rennes,2,0
Nantes,Marseille,5,4
Nantes,Nice,2,0
Nantes,Lens,4,5
Nantes,Brest,3,0
Nantes,Lille,3,3
Nantes,Strasbourg,2,0
Nantes,Monaco,2,2
Nantes,Angers,3,4
Nantes,Montpellier,1,1
Nantes,Lyon,5,3
Nantes,Reims,5,3
Nantes,Troyes,0,5
Nantes,Lorient,0,5
Nantes,Clermont,0,5
Nantes,Bordeaux,2,1
Nantes,Metz,1,0
Nantes,Saint-Etienne,1,1
Nice,Paris-SG,5,4
Nice,Rennes,0,1
Nice,Marseille,5,4
Nice,Lens,0,5
Nice,Brest,4,4
Nice,Lille,2,0
Nice,Strasbourg,5,0
Nice,Monaco,2,3
Nice,Angers,4,1
Nice,Montpellier,2,4
Nice,Lyon,4,3
Nice,Nantes,5,0
Nice,Reims,3,3
Nice,Troyes,5,4
Nice,Lorient,2,1
Nice,Clermont,0,2
Nice,Bordeaux,2,3
Nice,Metz,3,4
Nice,Saint-Etienne,1,2
Paris-SG,Rennes,0,0
Paris-SG,Marseille,3,0
Paris-SG,Nice,3,0
Paris-SG,Lens,0,1
Paris-SG,Brest,2,2
Paris-SG,Lille,3,4
Paris-SG,Strasbourg,2,3
Paris-SG,Monaco,5,4
Paris-SG,Angers,1,4
Paris-SG,Montpellier,0,2
Paris-SG,Lyon,0,3
Paris-SG,Nantes,5,3
Paris-SG,Reims,2,3
Paris-SG,Troyes,2,0
Paris-SG,Lorient,3,1
Paris-SG,Clermont,4,1
Paris-SG,Bordeaux,0,2
Paris-SG,Metz,1,4
Paris-SG,Saint-Etienne,1,5
Reims,Paris-SG,4,3
Reims,Rennes,2,2
Reims,Marseille,3,4
Reims,Nice,4,4
Reims,Lens,2,5
Reims,Brest,5,3
Reims,Lille,4,1
Reims,Strasbourg,4,2
Reims,Monaco,3,4
Reims,Angers,4,1
Reims,Montpellier,3,2
Reims,Lyon,1,3
Reims,Nantes,5,1
Reims,Troyes,5,3
Reims,Lorient,4,3
Reims,Clermont,1,0
Reims,Bordeaux,0,3
Reims,Metz,1,2
Reims,Saint-Etienne,1,4
Rennes,Paris-SG,4,3
Rennes,Marseille,5,3
Rennes,Nice,1,5
Rennes,Lens,0,1
Rennes,Brest,3,1
Rennes,Lille,2,1
Rennes,Strasbourg,1,2
Rennes,Monaco,0,0
Rennes,Angers,3,5
Rennes,Montpellier,5,3
Rennes,Lyon,3,0
Rennes,Nantes,4,3
Rennes,Reims,2,5
Rennes,Troyes,5,1
Rennes,Lorient,2,2
Rennes,Clermont,4,0
Rennes,Bordeaux,3,2
Rennes,Metz,1,4
Rennes,Saint-Etienne,5,2
Saint-Etienne,Paris-SG,3,2
Saint-Etienne,Rennes,3,3
Saint-Etienne,Marseille,0,1
Saint-Etienne,Nice,2,1
Saint-Etienne,Lens,5,1
Saint-Etienne,Brest,1,3
Saint-Etienne,Lille,1,1
Saint-Etienne,Strasbourg,4,5
Saint-Etienne,Monaco,1,4
Saint-Etienne,Angers,3,1
Saint-Etienne,Montpellier,0,3
Saint-Etienne,Lyon,4,2
Saint-Etienne,Nantes,2,2
Saint-Etienne,Reims,5,4
Saint-Etienne,Troyes,3,2
Saint-Etienne,Lorient,2,1
Saint-Etienne,Clermont,2,3
Saint-Etienne,Bordeaux,2,5
Saint-Etienne,Metz,1,3
Strasbourg,Paris-SG,2,0
Strasbourg,Rennes,5,0
Strasbourg,Marseille,3,4
Strasbourg,Nice,5,0
Strasbourg,Lens,5,0
Strasbourg,Brest,3,0
Strasbourg,Lille,3,2
Strasbourg,Monaco,1,4
Strasbourg,Angers,5,0
Strasbourg,Montpellier,4,0
Strasbourg,Lyon,5,1
Strasbourg,Nantes,5,4
Strasbourg,Reims,2,0
Strasbourg,Troyes,2,2
Strasbourg,Lorient,4,5
Strasbourg,Clermont,2,1
Strasbourg,Bordeaux,2,0
Strasbourg,Metz,4,3
Strasbourg,Saint-Etienne,3,2
Troyes,Paris-SG,4,4
Troyes,Rennes,4,5
Troyes,Marseille,2,4
Troyes,Nice,5,5
Troyes,Lens,5,0
Troyes,Brest,0,5
Troyes,Lille,1,4
Troyes,Strasbourg,1,2
Troyes,Monaco,2,1
Troyes,Angers,4,1
Troyes,Montpellier,3,2
Troyes,Lyon,2,5
Troyes,Nantes,5,0
Troyes,Reims,3,5
Troyes,Lorient,5,0
Troyes,Clermont,3,3
Troyes,Bordeaux,2,4
Troyes,Metz,1,5
Troyes,Saint-Etienne,4,0
