arrival_date,departure_date,location,transportation_modes,genre,hotel
09-22-2020,02-Oct-2020,Dhaka ; Bangladesh,ferry ; motorcycle ; subway ; bus ; tram,fem,"Fritsch, Hegmann and Mueller"
03-09-2008,18-Mar-2008,Pune - India,train ; horse ; airplane ; bus ; boat ; motorcycle ; tram ; ferry,Masc,Nienow LLC
03-19-1989,27-Mar-1989,Casablanca | Morocco,ferry | motorcycle | car | horse | walk | train | taxi | boat,M,Quigley-Braun
01-02-2020,06-Jan-2020,Addis Ababa ; Ethiopia,taxi - airplane - horse - motorcycle - bicycle - train - caravan - tram,M,Feest-Bode
04-02-1990,09-Apr-1990,Johannesburg ; South Africa,caravan ; tram ; subway ; airplane,Male,"Leannon, Cassin and Trantow"
05-07-2016,17-May-2016,Lahore ; Pakistan,motorcycle - boat - taxi - subway - bicycle - ferry - airplane - horse,M,Altenwerth and Sons
10-14-2017,24-Oct-2017,Yangon | Myanmar,subway ; horse ; walk ; taxi ; tram,F,"Dare, Hoppe and Moore"
10-15-1989,21-Oct-1989,Mumbai ; India,ferry ; tram ; taxi ; horse,Masc,Ledner LLC
11-02-2006,12-Nov-2006,Hanoi ; Vietnam,horse - taxi - train - bicycle,Male,White-Stroman
11-26-1982,30-Nov-1982,Lahore ; Pakistan,bicycle - caravan - motorcycle - car - bus - ferry,Female,Rogahn-Crist
03-12-1971,19-Mar-1971,Pune | India,bus | ferry | boat | taxi | bicycle | walk | airplane,Male,"Fritsch, Hegmann and Mueller"
01-03-2000,12-Jan-2000,Hanoi | Vietnam,train ; subway ; airplane ; ferry,M,"Medhurst, Streich and Schamberger"
02-19-2000,25-Feb-2000,Lahore ; Pakistan,taxi - tram - train - bus - car - caravan,Female,"Dare, Hoppe and Moore"
10-11-2016,16-Oct-2016,Chennai | India,airplane | horse | car | motorcycle | bicycle | walk,masc,Feest-Bode
10-13-2008,17-Oct-2008,Hanoi ; Vietnam,bus - caravan - taxi - horse - subway - tram - boat,Male,"Funk, Morar and Rodriguez"
02-23-1992,29-Feb-1992,Rio de Janeiro - Brazil,tram ; bicycle ; boat ; airplane ; horse ; taxi,Fem,Altenwerth and Sons
12-31-1995,04-Jan-1996,Yangon ; Myanmar,subway ; train ; airplane ; horse ; tram ; caravan ; walk ; motorcycle,Masc,Rempel and Sons
07-27-1978,03-Aug-1978,Beijing - China,horse - train - motorcycle - taxi - subway - tram - boat - airplane,masc,Altenwerth and Sons
06-30-1975,05-Jul-1975,Hanoi - Vietnam,car - ferry - bus - motorcycle - tram - train - subway - taxi,Fem,Schaden LLC
12-20-2013,28-Dec-2013,Chennai ; India,tram ; car ; subway ; boat ; bus ; ferry ; bicycle ; airplane,Fem,Cremin Inc
04-24-1973,30-Apr-1973,Alexandria ; Egypt,walk ; train ; bus ; bicycle ; boat ; taxi,masc,Nienow LLC
03-16-2015,26-Mar-2015,Lahore ; Pakistan,tram | airplane | boat | subway | walk | horse,M,"Fritsch, Hegmann and Mueller"
05-12-1989,17-May-1989,Casablanca | Morocco,car ; taxi ; tram ; walk ; airplane ; boat ; train ; caravan,Male,"Lubowitz, Prohaska and Reilly"
04-28-1974,03-May-1974,London ; United Kingdom,caravan | bus | taxi | bicycle,fem,Grant-Hand
03-10-1993,18-Mar-1993,Ankara ; Turkey,car - walk - motorcycle - airplane - boat,fem,Kerluke-Armstrong
08-04-1983,13-Aug-1983,Lagos | Nigeria,taxi ; caravan ; train ; tram,fem,Rempel and Sons
01-30-2001,03-Feb-2001,Abidjan | Ivory Coast,horse - airplane - motorcycle - ferry - bus - tram - train - boat,Masc,Quigley-Braun
11-20-2016,29-Nov-2016,Rio de Janeiro | Brazil,bicycle ; car ; caravan ; subway ; train ; boat ; tram ; ferry,fem,Cole Group
07-02-1971,11-Jul-1971,Hanoi - Vietnam,bicycle ; subway ; caravan ; bus ; motorcycle ; ferry ; train ; boat,Masc,Schaden LLC
03-17-1999,23-Mar-1999,Beijing | China,bus ; motorcycle ; airplane ; horse,Masc,"Leannon, Cassin and Trantow"
04-14-1985,19-Apr-1985,Alexandria ; Egypt,bicycle ; train ; boat ; airplane,fem,Altenwerth and Sons
06-01-1973,07-Jun-1973,Alexandria - Egypt,airplane ; walk ; subway ; motorcycle ; horse ; taxi,Male,Schaden LLC
10-13-1972,17-Oct-1972,Delhi - India,train | caravan | taxi | horse | airplane | car | ferry,M,Heaney Inc
11-06-2021,12-Nov-2021,Chennai - India,tram ; train ; airplane ; bicycle ; caravan ; motorcycle ; car,masc,Schmeler-Renner
05-24-1988,03-Jun-1988,Durban ; South Africa,bicycle ; airplane ; car ; train ; subway ; walk ; caravan,F,White-Stroman
11-25-1972,03-Dec-1972,London | United Kingdom,walk ; bicycle ; bus ; ferry ; horse ; train,M,Champlin-Kemmer
12-05-2005,15-Dec-2005,Dhaka - Bangladesh,ferry ; bicycle ; train ; horse,F,Cole Group
04-10-2008,18-Apr-2008,Abidjan | Ivory Coast,car ; train ; tram ; bicycle ; bus ; taxi ; motorcycle,Fem,Botsford Inc
03-19-1986,24-Mar-1986,Abidjan | Ivory Coast,subway | caravan | ferry | horse | taxi,masc,Schaden LLC
08-12-2016,22-Aug-2016,Yangon - Myanmar,bicycle | ferry | tram | boat | airplane | taxi | train | walk,Female,Kerluke-Armstrong
11-10-2004,20-Nov-2004,Beijing ; China,motorcycle | walk | horse | subway | tram,Female,Murray LLC
11-29-1997,08-Dec-1997,Delhi ; India,airplane - tram - caravan - boat - taxi - ferry - motorcycle,Female,Champlin-Kemmer
10-05-2001,12-Oct-2001,Lahore - Pakistan,tram ; horse ; bus ; bicycle ; ferry ; train,fem,"Medhurst, Streich and Schamberger"
04-25-2020,04-May-2020,Hanoi - Vietnam,train ; bus ; car ; tram ; taxi,Fem,"Medhurst, Streich and Schamberger"
11-05-1972,15-Nov-1972,Hanoi ; Vietnam,subway - caravan - airplane - bus - boat,Male,"Kassulke, Rath and Upton"
08-18-1994,27-Aug-1994,Casablanca | Morocco,walk ; bicycle ; boat ; bus ; horse ; car ; airplane,masc,Cremin Inc
04-13-1973,19-Apr-1973,Abidjan - Ivory Coast,boat | tram | subway | airplane | bus | horse | car,masc,Feest-Bode
05-23-2011,30-May-2011,Alexandria - Egypt,car | airplane | bus | tram | horse | walk,M,Heaney - Robel and Witting
08-12-1999,16-Aug-1999,Mexico City ; Mexico,taxi - tram - bus - train - ferry - subway,masc,Murray LLC
08-04-1994,13-Aug-1994,Abidjan | Ivory Coast,airplane | car | caravan | horse | taxi | subway | boat,F,"Lubowitz, Prohaska and Reilly"
08-09-2011,13-Aug-2011,Alexandria - Egypt,bus - boat - tram - car - taxi - airplane - walk,Female,Wolff-Cartwright
01-20-1971,25-Jan-1971,Mexico City ; Mexico,motorcycle | car | horse | bus,Female,Schaden LLC
03-04-1978,11-Mar-1978,Chennai | India,airplane ; ferry ; caravan ; taxi,fem,Rempel and Sons
03-18-1995,25-Mar-1995,Ankara | Turkey,airplane | walk | subway | ferry | car | horse | bicycle | tram,Male,"Fritsch, Hegmann and Mueller"
09-15-1971,22-Sep-1971,Casablanca | Morocco,subway ; horse ; ferry ; train ; boat ; taxi ; car ; bicycle,F,White-Stroman
12-25-2009,01-Jan-2010,Alexandria ; Egypt,ferry - boat - bus - tram - horse - car - train - airplane,Masc,"Hodkiewicz, Luettgen and Stoltenberg"
05-17-2002,21-May-2002,Mexico City - Mexico,car | bicycle | airplane | subway | horse | walk,Fem,"Fritsch, Hegmann and Mueller"
12-14-1984,20-Dec-1984,Abidjan - Ivory Coast,caravan | taxi | train | bus | boat | motorcycle | tram | bicycle,F,Cole Group
01-23-1998,31-Jan-1998,Dhaka ; Bangladesh,subway ; airplane ; train ; car,Fem,Blick-Bartell
05-21-2005,26-May-2005,Delhi - India,car ; walk ; tram ; bicycle ; boat ; ferry,Fem,Altenwerth and Sons
06-11-1971,16-Jun-1971,Beijing - China,car | boat | bicycle | caravan | subway | motorcycle | ferry,Male,"Schinner, Sauer and Powlowski"
10-04-2017,11-Oct-2017,Pune | India,motorcycle - boat - tram - bicycle - taxi - horse - caravan,Female,Schmeler-Renner
04-13-1983,19-Apr-1983,Durban - South Africa,airplane | subway | train | car | walk | bicycle | taxi | boat,Fem,Hintz Group
02-23-2003,28-Feb-2003,Bangkok | Thailand,airplane - taxi - motorcycle - train - horse,Male,Rempel and Sons
09-25-2008,30-Sep-2008,Casablanca ; Morocco,train - ferry - bicycle - horse,masc,"Schinner, Sauer and Powlowski"
11-13-1987,20-Nov-1987,Lagos - Nigeria,ferry | bicycle | subway | train | horse | walk,Fem,Cremin Inc
11-14-1993,20-Nov-1993,Abidjan ; Ivory Coast,bicycle | walk | airplane | ferry | caravan | car | bus,masc,Schmeler-Renner
12-24-1996,02-Jan-1997,Ankara - Turkey,train ; walk ; taxi ; ferry ; subway ; motorcycle,masc,White-Stroman
03-28-2021,06-Apr-2021,Rio de Janeiro - Brazil,ferry ; bicycle ; airplane ; train ; boat ; bus ; taxi,F,Cremin Inc
01-20-2017,25-Jan-2017,Addis Ababa - Ethiopia,motorcycle | train | bus | caravan | bicycle | ferry,M,Botsford Inc
09-05-1990,10-Sep-1990,Lagos | Nigeria,ferry | car | walk | subway | tram | bicycle | airplane,masc,"Lubowitz, Prohaska and Reilly"
06-14-1980,20-Jun-1980,Rio de Janeiro ; Brazil,walk ; taxi ; caravan ; airplane ; car ; tram ; ferry ; boat,Fem,Murray LLC
10-27-1991,31-Oct-1991,Ankara - Turkey,taxi ; subway ; bus ; car ; train,Female,"Fritsch, Hegmann and Mueller"
05-24-1979,30-May-1979,Alexandria ; Egypt,caravan ; taxi ; subway ; bus ; ferry ; tram,masc,Feil LLC
09-25-2015,03-Oct-2015,Ankara ; Turkey,taxi ; bicycle ; tram ; horse ; boat,Male,Nienow LLC
11-25-1971,01-Dec-1971,Rio de Janeiro | Brazil,tram | bicycle | car | boat | bus | ferry,Masc,Rempel and Sons
03-31-2006,05-Apr-2006,Chennai ; India,train ; taxi ; airplane ; caravan ; bicycle ; motorcycle ; tram,M,White-Stroman
06-25-1975,01-Jul-1975,Ankara - Turkey,train ; ferry ; bus ; walk,masc,Schmeler-Renner
11-15-1997,21-Nov-1997,Johannesburg - South Africa,airplane - boat - car - horse - ferry,fem,"Fritsch, Hegmann and Mueller"
04-14-1991,22-Apr-1991,Addis Ababa - Ethiopia,train - boat - horse - tram - bicycle - bus,Male,"Funk, Morar and Rodriguez"
06-16-1972,23-Jun-1972,Pune | India,bus - boat - ferry - walk - train,fem,Champlin-Kemmer
04-14-1997,18-Apr-1997,Addis Ababa | Ethiopia,train | horse | bus | walk | airplane | boat,fem,Blick-Bartell
03-23-1996,27-Mar-1996,Mumbai - India,taxi | horse | airplane | subway | tram | caravan | bus | walk,F,Rempel and Sons
06-06-1975,12-Jun-1975,Delhi | India,bicycle - bus - caravan - train,Masc,"Dare, Hoppe and Moore"
09-21-2015,30-Sep-2015,Addis Ababa | Ethiopia,airplane | motorcycle | horse | tram | ferry | train | subway,Masc,Rogahn-Crist
09-14-1971,18-Sep-1971,Hanoi | Vietnam,bus - bicycle - walk - taxi - horse - boat - caravan,Fem,"Schinner, Sauer and Powlowski"
09-26-2014,30-Sep-2014,Beijing | China,motorcycle ; horse ; airplane ; boat,Fem,Heaney - Robel and Witting
03-21-2000,30-Mar-2000,Rio de Janeiro - Brazil,horse | taxi | car | bicycle | bus | motorcycle,Masc,Rempel and Sons
01-25-1995,31-Jan-1995,Abidjan ; Ivory Coast,bicycle | ferry | tram | boat | motorcycle | subway | taxi,F,"Hodkiewicz, Luettgen and Stoltenberg"
02-20-2016,27-Feb-2016,Lahore - Pakistan,bus ; train ; motorcycle ; walk ; car ; airplane ; boat ; horse,Masc,Champlin-Kemmer
09-09-2014,14-Sep-2014,Casablanca ; Morocco,ferry ; tram ; motorcycle ; car ; train ; bicycle ; taxi ; bus,fem,Sporer Group
08-08-1984,15-Aug-1984,London ; United Kingdom,horse | walk | motorcycle | subway | tram,masc,Ledner LLC
12-31-2000,09-Jan-2001,Mexico City - Mexico,taxi - subway - tram - walk - caravan - horse - bus - ferry,fem,Rempel and Sons
01-30-2008,03-Feb-2008,Yangon - Myanmar,boat ; caravan ; bicycle ; airplane ; tram ; ferry ; train ; horse,Male,"Lubowitz, Prohaska and Reilly"
10-05-1978,15-Oct-1978,Mexico City | Mexico,boat | horse | airplane | taxi | subway | caravan | bus,Female,Rempel and Sons
06-22-1979,27-Jun-1979,Chennai ; India,taxi - boat - tram - subway - airplane - horse - car - caravan,M,"Kassulke, Rath and Upton"
03-05-2003,09-Mar-2003,Abidjan ; Ivory Coast,ferry | boat | airplane | bicycle | tram | horse | caravan | taxi,Masc,"Funk, Morar and Rodriguez"
04-28-2010,04-May-2010,Dhaka ; Bangladesh,car ; motorcycle ; bicycle ; boat ; subway ; taxi,Male,Schmeler-Renner
12-14-2013,20-Dec-2013,Lagos - Nigeria,ferry | bus | caravan | walk | bicycle | taxi,fem,Blick-Bartell
06-21-1973,26-Jun-1973,Delhi - India,car ; subway ; train ; boat,Female,Sporer Group
10-06-1979,16-Oct-1979,Johannesburg ; South Africa,airplane | ferry | caravan | car | boat | bicycle | horse | subway,F,Champlin-Kemmer
12-12-2015,20-Dec-2015,Delhi | India,taxi ; train ; subway ; caravan,Male,Blick-Bartell
01-20-1992,29-Jan-1992,Chennai ; India,subway | train | car | bus | horse | walk | bicycle,masc,"Lubowitz, Prohaska and Reilly"
06-02-2020,10-Jun-2020,Abidjan ; Ivory Coast,boat ; taxi ; car ; motorcycle ; subway ; bus ; bicycle,masc,"Medhurst, Streich and Schamberger"
11-29-1980,03-Dec-1980,Ankara - Turkey,caravan ; car ; bicycle ; walk ; ferry ; taxi ; tram,Male,Altenwerth and Sons
12-31-1970,05-Jan-1971,Durban - South Africa,train | caravan | ferry | airplane | boat,Male,Heaney - Robel and Witting
01-31-2014,05-Feb-2014,Pune ; India,subway ; ferry ; motorcycle ; walk ; train,fem,Hintz Group
12-23-1974,02-Jan-1975,Lahore - Pakistan,caravan ; train ; horse ; boat,F,"Schinner, Sauer and Powlowski"
02-07-2004,16-Feb-2004,Mexico City | Mexico,motorcycle | subway | bicycle | taxi,Male,Ledner LLC
11-08-2011,12-Nov-2011,Addis Ababa ; Ethiopia,bicycle | bus | car | tram,fem,"Koelpin, Hoppe and Corwin"
11-27-1993,05-Dec-1993,Mexico City - Mexico,ferry | bus | tram | bicycle | subway | train | taxi | walk,F,Bahringer LLC
01-09-1993,17-Jan-1993,Lahore - Pakistan,taxi - tram - boat - airplane - car,masc,Kulas LLC
02-12-1977,18-Feb-1977,Addis Ababa - Ethiopia,horse | bus | subway | train | bicycle | walk,Female,"Dare, Hoppe and Moore"
10-03-1970,08-Oct-1970,Delhi ; India,subway | motorcycle | ferry | bicycle | train | taxi,Fem,Murray LLC
11-07-2000,16-Nov-2000,Mexico City ; Mexico,boat - airplane - bicycle - walk - motorcycle - tram - subway,Male,"Schinner, Sauer and Powlowski"
08-06-2003,14-Aug-2003,Casablanca ; Morocco,bus | motorcycle | airplane | subway | ferry | tram,masc,Rempel and Sons
